Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6      Egz.
Vardas497             Pavarde497                      5         8         1         4         4        10         2
Vardas498             Pavarde498                      8         2         6         1         6         2         2
Vardas499             Pavarde499                     10         2         4         1        10         5         9
Vardas500             Pavarde500                     10         7         4         4         8         4         3
Vardas501             Pavarde501                      3         2         8         1         3         6         4
Vardas502             Pavarde502                      7         5         4        10         5         1         3
Vardas503             Pavarde503                      2        10        10         5         1         3         6
Vardas504             Pavarde504                     10         2         4         9         9         1         1
Vardas505             Pavarde505                      2         9         8         3         3        10        10
Vardas506             Pavarde506                      9         6         7         6         8         6         2
Vardas507             Pavarde507                      3        10         2         2         3         9         4
Vardas508             Pavarde508                      1         1         7         8         3         3         5
Vardas509             Pavarde509                      5         6         7         4         5        10         3
Vardas510             Pavarde510                      4         8         6         8         5         8         5
Vardas511             Pavarde511                      6         6         7         4         4         4         4
Vardas512             Pavarde512                      4         2         7         3         8         5         9
Vardas513             Pavarde513                      6         8         5         7         6         9         5
Vardas514             Pavarde514                      4         6         4        10         5        10         5
Vardas515             Pavarde515                      1         7        10         7        10         8         9
Vardas516             Pavarde516                      5         3         2         4         9         8         1
Vardas517             Pavarde517                      8         8         9         3         2        10         7
Vardas518             Pavarde518                     10         8         6         8        10         8        10
Vardas519             Pavarde519                      2         5         9         8         8        10         5
Vardas520             Pavarde520                      6         4         2         7         2        10         7
Vardas521             Pavarde521                      3         6         5         6        10         8         9
Vardas522             Pavarde522                      7         3         9         1         5         3        10
Vardas523             Pavarde523                      8         5         5         5         6         9         4
Vardas524             Pavarde524                      4         8         7         9         9         2         2
Vardas525             Pavarde525                      7         1         3         1        10         7         1
Vardas526             Pavarde526                      5        10         2         1         5         7         6
Vardas527             Pavarde527                     10         9         3        10         3         4         7
Vardas528             Pavarde528                      5         8         8         9         8         4         8
Vardas529             Pavarde529                      8         3         8         9         2         7         2
Vardas530             Pavarde530                      9         1         5         2         3         9         8
Vardas531             Pavarde531                      8         4        10         8         9         3         1
Vardas532             Pavarde532                      2         9         3         6         1        10         5
Vardas533             Pavarde533                      2         2        10         1         4         4         5
Vardas534             Pavarde534                      5         7         5         1         4         4         9
Vardas535             Pavarde535                      4         7         9         7         7         2         6
Vardas536             Pavarde536                      3         1         9        10         6         4         6
Vardas537             Pavarde537                      5         1         8         2         6         8         5
Vardas538             Pavarde538                     10         1         3         1        10         8         2
Vardas539             Pavarde539                      9         3        10         3         9         2         2
Vardas540             Pavarde540                      6         4         6         9         1         6         4
Vardas541             Pavarde541                      6         1         7         8         8         6         7
Vardas542             Pavarde542                      6         8         2         7         5         3         7
Vardas543             Pavarde543                     10         1         2         7         9        10         3
Vardas544             Pavarde544                      3         2        10         2         3         9         5
Vardas545             Pavarde545                      3         1         2         9         9         2         8
Vardas546             Pavarde546                      4         5        10         5         2         5         9
Vardas547             Pavarde547                      3         7         7         6         6         4         5
Vardas548             Pavarde548                     10         6         8         7         8         3         9
Vardas549             Pavarde549                      7         5         2         5         4         8        10
Vardas550             Pavarde550                      1        10         9         2         3        10         7
Vardas551             Pavarde551                      3         5         2         4         3         1         5
Vardas552             Pavarde552                      3         9         4         3        10         8         4
Vardas553             Pavarde553                      1         1         9         1        10         5         4
Vardas554             Pavarde554                      7         9         6         7         9         8        10
Vardas555             Pavarde555                      7         5         2         7         9         3         6
Vardas556             Pavarde556                      9         5         5         4         7         8         2
Vardas557             Pavarde557                      4         4         2         6        10        10         9
Vardas558             Pavarde558                      3         9        10         5         5         9         6
Vardas559             Pavarde559                      4         6         5         5         7         8         4
Vardas560             Pavarde560                      8         7         3         9         7         7         5
Vardas561             Pavarde561                      4         9         4         3         6         5         3
Vardas562             Pavarde562                      2         7         4         5         7         2         5
Vardas563             Pavarde563                      1         3         8         7         7         5         7
Vardas564             Pavarde564                      1         3         5         4         6         3        10
Vardas565             Pavarde565                      7         7         1         4         6         4         1
Vardas566             Pavarde566                      2         2         6         8         4         3         6
Vardas567             Pavarde567                      7        10         6         9         9         1         9
Vardas568             Pavarde568                      5        10         6         5         2         4         5
Vardas569             Pavarde569                      1         6         6         1         6         9         1
Vardas570             Pavarde570                     10         5         8         3        10         6        10
Vardas571             Pavarde571                      1         7         7         1         3         6         7
Vardas572             Pavarde572                      5         4         8         6         1        10         4
Vardas573             Pavarde573                      2         5         4         1         5         4         7
Vardas574             Pavarde574                      9         1         1         5         6         3         6
Vardas575             Pavarde575                      8         5         1         9        10         7         5
Vardas576             Pavarde576                      4         9         8         7         3        10         4
Vardas577             Pavarde577                     10         6         5         6         8         5        10
Vardas578             Pavarde578                      9         7         5         4         4        10         1
Vardas579             Pavarde579                      2         5         7         4         1         3        10
Vardas580             Pavarde580                      3        10         6         6         6         8         7
Vardas581             Pavarde581                      3         6         9         8         3         8         1
Vardas582             Pavarde582                      7         3         5         7        10         1         6
Vardas583             Pavarde583                      2         9         8         7        10         2         2
Vardas584             Pavarde584                      9         4         2         1        10         6         6
Vardas585             Pavarde585                      1         6         3        10         1         9         5
Vardas586             Pavarde586                      2         2         9         6         3        10         5
Vardas587             Pavarde587                      1         6         9        10         7         7         1
Vardas588             Pavarde588                      1         9         5         5         5         4         3
Vardas589             Pavarde589                      9         8         8         7         8         9         6
Vardas590             Pavarde590                      9         1         6        10         6        10        10
Vardas591             Pavarde591                      3         4         1         3        10         9         6
Vardas592             Pavarde592                      6         9         7         6         6         1         7
Vardas593             Pavarde593                      1         8         4         4         6         7         4
Vardas594             Pavarde594                      2         9         3         9         1         6         8
Vardas595             Pavarde595                      5         4         3        10         5         8         9
Vardas596             Pavarde596                      4         3         1         4         4         8        10
Vardas597             Pavarde597                      2         7         2        10         3         5         2
Vardas598             Pavarde598                      3         1         6         8         9         4         6
Vardas599             Pavarde599                      8         4        10         7         5        10        10
Vardas600             Pavarde600                      2        10         8         1         8         7         5
Vardas601             Pavarde601                      9        10         9         1         2         1         5
Vardas602             Pavarde602                      9         3         1         9         9         1        10
Vardas603             Pavarde603                      4         1         8         4         2         2        10
Vardas604             Pavarde604                      8         1         1         1         5         8         7
Vardas605             Pavarde605                      9         2         3         2         2        10         7
Vardas606             Pavarde606                      5         8         2         6        10         6         2
Vardas607             Pavarde607                      8         5         3         8        10         4         3
Vardas608             Pavarde608                      4         7         6         4         2         5         5
Vardas609             Pavarde609                      9         1         8         5         6         9         9
Vardas610             Pavarde610                      5         8         7        10         3         2         5
Vardas611             Pavarde611                      2         6         6         7         7         3         8
Vardas612             Pavarde612                      4         1         8         7         8         6        10
Vardas613             Pavarde613                      6         9         7         4         6        10         4
Vardas614             Pavarde614                      4         3         5         9         7         5         9
Vardas615             Pavarde615                      6         3         9         7         4         3         9
Vardas616             Pavarde616                      1         9         6         4         8         6         2
Vardas617             Pavarde617                      2         8         8        10         7         6         1
Vardas618             Pavarde618                      3         7         2         3         4         7         2
Vardas619             Pavarde619                      8         5         3         4         3         2        10
Vardas620             Pavarde620                      9         8         2         5         3        10         1
Vardas621             Pavarde621                      2         3         2         9         5         7         5
Vardas622             Pavarde622                      3         9         5         1         8         2        10
Vardas623             Pavarde623                      2         2         7         4         6         1         9
Vardas624             Pavarde624                      1         1         3        10         1         4         5
Vardas625             Pavarde625                      5         4         5         5        10         9         8
Vardas626             Pavarde626                      6         1         1         8        10         1         4
Vardas627             Pavarde627                      1        10         8         1         3        10         5
Vardas628             Pavarde628                      8         8        10         6         3         7         3
Vardas629             Pavarde629                      5         1         2         2         1        10         3
Vardas630             Pavarde630                      6         1         8         4         5         5         9
Vardas631             Pavarde631                      8         7         6         4         4         1         7
Vardas632             Pavarde632                     10        10         2         5         9         9        10
Vardas633             Pavarde633                      8         2         4         4         9         3         6
Vardas634             Pavarde634                      9         6         1         4         3         9         3
Vardas635             Pavarde635                      6         7         5         8         6         7         1
Vardas636             Pavarde636                      4         3        10         6         1         2         4
Vardas637             Pavarde637                      4         7         3         3         7         5         2
Vardas638             Pavarde638                      5         9         3         1         9        10         5
Vardas639             Pavarde639                      7         6         9         1         1         6         7
Vardas640             Pavarde640                      8         5         4         7         3         8         7
Vardas641             Pavarde641                      8         4        10        10         9        10         4
Vardas642             Pavarde642                      5         2         5         7        10         4         4
Vardas643             Pavarde643                      4         9         9        10         1         7         6
Vardas644             Pavarde644                      1        10         2         8         5        10         7
Vardas645             Pavarde645                      2         2         7         5         1         6         6
Vardas646             Pavarde646                      4         9         8         8         1         1         6
Vardas647             Pavarde647                      7         3         1         7         3         1         6
Vardas648             Pavarde648                      8         6         9         3         6         4         8
Vardas649             Pavarde649                      1         5        10         3         2         1         7
Vardas650             Pavarde650                      5         9         9         7         8         6         1
Vardas651             Pavarde651                      4         2         6         7         3         2         3
Vardas652             Pavarde652                      9        10         5         2         4         3         4
Vardas653             Pavarde653                      1         1        10         7         4         3         4
Vardas654             Pavarde654                      6         3        10         5         4         3         2
Vardas655             Pavarde655                      7         8         7         6         8        10         9
Vardas656             Pavarde656                      4         4        10         3         8         4         9
Vardas657             Pavarde657                      3         7         9         9         5         1         5
Vardas658             Pavarde658                      6         2         5         3         8         7         5
Vardas659             Pavarde659                      3         8         7         6         1         2         7
Vardas660             Pavarde660                      9         4         2         9        10         2         5
Vardas661             Pavarde661                      5         4         6         4         5         9        10
Vardas662             Pavarde662                     10         9         6         3        10         5         4
Vardas663             Pavarde663                      4        10         4         8         3         2         3
Vardas664             Pavarde664                      8         1         9        10         1         6         4
Vardas665             Pavarde665                     10        10         1         1         3         7         1
Vardas666             Pavarde666                      3         4         8         2         3         4         7
Vardas667             Pavarde667                      6         6        10         8         7         8         8
Vardas668             Pavarde668                     10         6         5         7         3        10         9
Vardas669             Pavarde669                      3         1        10        10         8        10         4
Vardas670             Pavarde670                     10         4         1         7         4         8         5
Vardas671             Pavarde671                     10         1         3         4         6         5         5
Vardas672             Pavarde672                      5         7         2        10         1         9         3
Vardas673             Pavarde673                      7         5         6         5         9         4         6
Vardas674             Pavarde674                      3         6         1         8         4         3         8
Vardas675             Pavarde675                      5         2         9         2         4         8         1
Vardas676             Pavarde676                      3        10         6         4         8        10         2
Vardas677             Pavarde677                      4        10         4        10         9         1         4
Vardas678             Pavarde678                      1         5         6         7         3         6         1
Vardas679             Pavarde679                      1         6         7         8         8        10         4
Vardas680             Pavarde680                     10         9         8         3         4         3        10
Vardas681             Pavarde681                      5         2         5         5         1         6         9
Vardas682             Pavarde682                      5         4         6        10        10        10         2
Vardas683             Pavarde683                      6         7         3        10         8         8         8
Vardas684             Pavarde684                      1         7         7         5         3         3         8
Vardas685             Pavarde685                      8         7         8         4        10         1         6
Vardas686             Pavarde686                      4         2         1         2         4         4         9
Vardas687             Pavarde687                      9         6         2         8         2         4         1
Vardas688             Pavarde688                      6         1        10         4        10         2         4
Vardas689             Pavarde689                      3         7         8         1         7        10         8
Vardas690             Pavarde690                      5         3         1        10         9         4         5
Vardas691             Pavarde691                      7         9         8        10         5         5         9
Vardas692             Pavarde692                      9         1         5         5         4         8         8
Vardas693             Pavarde693                      8         5         6         8         4         3         1
Vardas694             Pavarde694                      4         6         3         3         1         7         2
Vardas695             Pavarde695                      8         5         6         5         2         4         4
Vardas696             Pavarde696                      9        10         5         3         6         4         5
Vardas697             Pavarde697                      6         1         9         6         3         6         8
Vardas698             Pavarde698                      7         6         7         2         8         9         7
Vardas699             Pavarde699                      1         6         5         7         5         6        10
Vardas700             Pavarde700                      4         5         6         9         5         3         9
Vardas701             Pavarde701                      7         2         3         9         7        10         4
Vardas702             Pavarde702                      4         3         2         9         1         1         3
Vardas703             Pavarde703                      7         5        10         7         1         5         5
Vardas704             Pavarde704                      1         8         1         6         4         5         2
Vardas705             Pavarde705                      5         8         5         9        10         9         3
Vardas706             Pavarde706                      4         2         6         1         1         5         9
Vardas707             Pavarde707                     10         8         6        10        10         7         5
Vardas708             Pavarde708                      9         9         3         4         3         3         5
Vardas709             Pavarde709                      6         6         7         9         5         4         4
Vardas710             Pavarde710                      3         2         6         1         6         8         2
Vardas711             Pavarde711                      3         6         8         7         8         3         2
Vardas712             Pavarde712                      8         8         9         8         9         1         2
Vardas713             Pavarde713                      3         6         3         9         4         2         7
Vardas714             Pavarde714                     10         8         8         6        10        10         1
Vardas715             Pavarde715                      9         7        10         7         1         1         6
Vardas716             Pavarde716                      9         6         6         6         3         3         2
Vardas717             Pavarde717                     10         3         2        10         4         3        10
Vardas718             Pavarde718                      5         5         8         9         7         6        10
Vardas719             Pavarde719                      4         1         7         4         7         6         8
Vardas720             Pavarde720                      5         9         9         4        10         3         2
Vardas721             Pavarde721                      3         8         3         6         4        10         2
Vardas722             Pavarde722                      6         1        10         8         2         1         3
Vardas723             Pavarde723                      7         9        10         6         2         4         3
Vardas724             Pavarde724                      2         2        10         9         3         2         5
Vardas725             Pavarde725                      5         3         7        10        10        10        10
Vardas726             Pavarde726                      6         8         3         1         7         8         5
Vardas727             Pavarde727                      6         3        10         4        10         4         2
Vardas728             Pavarde728                      7         1         7         3         3         6         6
Vardas729             Pavarde729                      5         3        10         8         9         3         4
Vardas730             Pavarde730                      2        10         4         4         5        10         1
Vardas731             Pavarde731                      5         4         2         5         4         4         6
Vardas732             Pavarde732                     10         7         4        10         2        10         8
Vardas733             Pavarde733                      1         1         4         2         1        10         2
Vardas734             Pavarde734                      6        10        10         9         1         1         1
Vardas735             Pavarde735                      1        10         5         4         4         7         8
Vardas736             Pavarde736                      1         6        10         1         8        10         7
Vardas737             Pavarde737                      8         1         3         1         9        10         4
Vardas738             Pavarde738                     10         2         1         9         1         4         4
Vardas739             Pavarde739                      4         3        10         3         7         8         5
Vardas740             Pavarde740                      4         9         9         5         1         8         5
Vardas741             Pavarde741                     10         8        10         6         1         7         6
Vardas742             Pavarde742                      4        10         4         1        10        10         9
Vardas743             Pavarde743                      3        10         8         3        10         2         8
Vardas744             Pavarde744                      1         4         7         4        10         5         7
Vardas745             Pavarde745                      2         6         5         2         6         7         1
Vardas746             Pavarde746                      1         4         4         6         9         8         9
Vardas747             Pavarde747                      7         8         1         9         4         3         7
Vardas748             Pavarde748                      4         1         6         6         1         9         9
Vardas749             Pavarde749                      4         7         1         1         8         6         1
Vardas750             Pavarde750                      3         9        10         1         3         4         4
Vardas751             Pavarde751                      7         7         9         7         5         8         7
Vardas752             Pavarde752                      1         8         9         5        10         2         6
Vardas753             Pavarde753                     10         1         6         1         5         8         9
Vardas754             Pavarde754                      7         4         5         3         3         2         5
Vardas755             Pavarde755                     10         6         8         2         1         4         5
Vardas756             Pavarde756                      1         1         9        10         8         8         9
Vardas757             Pavarde757                      3         1         8         5         2         9         4
Vardas758             Pavarde758                      1         4         2         6         7         1         1
Vardas759             Pavarde759                      6         7         1         7         2         7         9
Vardas760             Pavarde760                     10         1         3         9         1         9        10
Vardas761             Pavarde761                      1         1         7         4         5         2        10
Vardas762             Pavarde762                      2         6         6         9         1         1         1
Vardas763             Pavarde763                      4         9         4         7         1         2         5
Vardas764             Pavarde764                      4         5         4         4         7         6         5
Vardas765             Pavarde765                      8         1        10         2         5         8         7
Vardas766             Pavarde766                     10         4         7         3        10         7         1
Vardas767             Pavarde767                      4         2         5        10         5         1        10
Vardas768             Pavarde768                      9         8         4         5         5        10         7
Vardas769             Pavarde769                     10         5        10         9         9         4        10
Vardas770             Pavarde770                      2         6         3         6         7         5         3
Vardas771             Pavarde771                      6         2         5         6         5         6         2
Vardas772             Pavarde772                      8         3         5         4         7         2         6
Vardas773             Pavarde773                      2         7         2         9         2         2         3
Vardas774             Pavarde774                      9         3         1         1         4        10         3
Vardas775             Pavarde775                      9         2        10        10         9         5         3
Vardas776             Pavarde776                      7         3         4         3         9         5         5
Vardas777             Pavarde777                      8         4         9         3         4         8         8
Vardas778             Pavarde778                      7         5         6         6         2        10         6
Vardas779             Pavarde779                      6         5         4         7         4         4         8
Vardas780             Pavarde780                      7        10         7        10         5        10         3
Vardas781             Pavarde781                      7         2        10         9         5         4        10
Vardas782             Pavarde782                      8         9         4        10         3         5         2
Vardas783             Pavarde783                     10         8         4         8         4         4         3
Vardas784             Pavarde784                      6         7         8         1         9         5         6
Vardas785             Pavarde785                      8         4         4        10         4         2        10
Vardas786             Pavarde786                      2         1        10         2         2         2         3
Vardas787             Pavarde787                      2         6         3         8         4         9         4
Vardas788             Pavarde788                      3         4        10         1         1         4        10
Vardas789             Pavarde789                      5        10         4         8         3        10         5
Vardas790             Pavarde790                      7         3         5         8         2         5         1
Vardas791             Pavarde791                      9         7         1         9         6         4         2
Vardas792             Pavarde792                      6         8         9         6         2         4         8
Vardas793             Pavarde793                      1         9         2         8        10         2         3
Vardas794             Pavarde794                      7         3        10         6         9         1         7
Vardas795             Pavarde795                      6         4         5         2         2         4         6
Vardas796             Pavarde796                      5         3         3         2         1         8        10
Vardas797             Pavarde797                      4         9        10         4         2         4         6
Vardas798             Pavarde798                      3         8         1         8         3         2         7
Vardas799             Pavarde799                      9         6         2         4         9        10         6
Vardas800             Pavarde800                      8         9         5         7         6         7         3
Vardas801             Pavarde801                      2        10         9         2         4         2         8
Vardas802             Pavarde802                      8        10         2         9         5        10         8
Vardas803             Pavarde803                      5         1        10         7         8         5         5
Vardas804             Pavarde804                      5         5         7         2        10         3         9
Vardas805             Pavarde805                      8         3         4        10         6         1         2
Vardas806             Pavarde806                      4        10         7        10         4         4         4
Vardas807             Pavarde807                     10         9         2        10        10         4         6
Vardas808             Pavarde808                     10         7         5         4         6         3         3
Vardas809             Pavarde809                      2         4        10         4         8         3         2
Vardas810             Pavarde810                      4         7         2         8         4        10         6
Vardas811             Pavarde811                      4         6        10        10         9         8         2
Vardas812             Pavarde812                      8         8         6        10         7         8         1
Vardas813             Pavarde813                      7         9         5         7         9         2         1
Vardas814             Pavarde814                      8        10         4         8         7         9        10
Vardas815             Pavarde815                      1         3         2         8         3         6         6
Vardas816             Pavarde816                      4         8         9         7         4         2         1
Vardas817             Pavarde817                      7         5         2         5         9         5         9
Vardas818             Pavarde818                      7         2         8         6         8         2         9
Vardas819             Pavarde819                     10         2         5        10        10         3         8
Vardas820             Pavarde820                      7        10         4         1         1         6         1
Vardas821             Pavarde821                      3         7         2        10         8         7         4
Vardas822             Pavarde822                      7         9         6         3        10         8         7
Vardas823             Pavarde823                      3         1         3         1         9         4         4
Vardas824             Pavarde824                      9         8         5         7         3         4         5
Vardas825             Pavarde825                      1         9         6         5         6         6        10
Vardas826             Pavarde826                      8         5         1         3         2         7         3
Vardas827             Pavarde827                      6         3         5         3         9         3         7
Vardas828             Pavarde828                      4         5         6         7         5         6         9
Vardas829             Pavarde829                      3        10         1         8         8         8         6
Vardas830             Pavarde830                      4         6         5         4         6         5        10
Vardas831             Pavarde831                      8         9         8         4         4         1         9
Vardas832             Pavarde832                      3         1         1         2         3         5         1
Vardas833             Pavarde833                      1         2         7         2         3         9         3
Vardas834             Pavarde834                      4         8         4         3         3         1         8
Vardas835             Pavarde835                     10         1         1         8         2         1         2
Vardas836             Pavarde836                      1         9        10        10         5         7         1
Vardas837             Pavarde837                      9         9         7         4         1         5         3
Vardas838             Pavarde838                      4         6         1        10         3         9        10
Vardas839             Pavarde839                      5         6         7         1         3         8         9
Vardas840             Pavarde840                      5         5         9         4         3         3        10
Vardas841             Pavarde841                     10         4        10         1        10         9         2
Vardas842             Pavarde842                      4         5         6         8        10         2         8
Vardas843             Pavarde843                      6         8         6        10         3         7         6
Vardas844             Pavarde844                      2         3         6         1         3         4         3
Vardas845             Pavarde845                      3         9         6         6         8         9         7
Vardas846             Pavarde846                      9         7        10         2         7         5         8
Vardas847             Pavarde847                      2         6         7         2         3         7         9
Vardas848             Pavarde848                      6         8         1         8         2         5         6
Vardas849             Pavarde849                      4         5         2         4         8         3         6
Vardas850             Pavarde850                      3         9         7         8         8        10         3
Vardas851             Pavarde851                      2         9        10         4         1         8         9
Vardas852             Pavarde852                      2         1        10         5        10         4         7
Vardas853             Pavarde853                      8         8        10         8        10         8         2
Vardas854             Pavarde854                      1        10         9         1         7         7         1
Vardas855             Pavarde855                     10         1         6         2         7        10         6
Vardas856             Pavarde856                      2         5        10         1         6         6         6
Vardas857             Pavarde857                      5         3         4         1         8         8         1
Vardas858             Pavarde858                      1         9         8         5         4         6         5
Vardas859             Pavarde859                      9         8        10         5         1        10         7
Vardas860             Pavarde860                      9         6        10        10         2         6         2
Vardas861             Pavarde861                      3         5        10         4         5         8         5
Vardas862             Pavarde862                      4         4         3         4         8         1         9
Vardas863             Pavarde863                      5         2         1         8         5         8         5
Vardas864             Pavarde864                      1         8         8         9         8         8         3
Vardas865             Pavarde865                      8         7         4         8         7         4         6
Vardas866             Pavarde866                      9         2        10         7         2         1         4
Vardas867             Pavarde867                      9         8         3         9         8         2         3
Vardas868             Pavarde868                      6         6         7         4         7         2         2
Vardas869             Pavarde869                      4         8         6         6         8         7         7
Vardas870             Pavarde870                      6        10         2         2         4         8         9
Vardas871             Pavarde871                      8         7         7         4        10        10         9
Vardas872             Pavarde872                      9         4         3        10         4         1         5
Vardas873             Pavarde873                      6         5         8        10        10         3         9
Vardas874             Pavarde874                      6        10         4        10        10         5         7
Vardas875             Pavarde875                      5         2         6        10         7         5         8
Vardas876             Pavarde876                      2         6         7         1        10         1         6
Vardas877             Pavarde877                      4         9         4         8         4         4         8
Vardas878             Pavarde878                      2         2         2         9         4         5         2
Vardas879             Pavarde879                     10         3         9         9         8         4         3
Vardas880             Pavarde880                      6        10         5         8        10         5         6
Vardas881             Pavarde881                      1         2         1         8         9         4         3
Vardas882             Pavarde882                      1         3         7        10         3         5         8
Vardas883             Pavarde883                      2         7         1         8        10         4         5
Vardas884             Pavarde884                      7         5         6         5         2         6         1
Vardas885             Pavarde885                      2         3         9         1         7         3         6
Vardas886             Pavarde886                      7         4         7         7         6         6        10
Vardas887             Pavarde887                      9         1         1         7         8         8         6
Vardas888             Pavarde888                      9         7         5         7        10        10         2
Vardas889             Pavarde889                      3         1         5         7         3         9         5
Vardas890             Pavarde890                      4         5         8         2         5         4         8
Vardas891             Pavarde891                      7        10        10         6         2         6         9
Vardas892             Pavarde892                      6         2         6         2         2         2         7
Vardas893             Pavarde893                      1         2        10        10        10         4         7
Vardas894             Pavarde894                      5         5         7         2         9         3         8
Vardas895             Pavarde895                      1         5         1         8         6         3         3
Vardas896             Pavarde896                      8         6         6        10         1         3         4
Vardas897             Pavarde897                      5         2        10         9         8         5         4
Vardas898             Pavarde898                      5         4         3         6         2         3         7
Vardas899             Pavarde899                      4         2         2         9         5         2         2
Vardas900             Pavarde900                      1         7         4         4         3         4         7
Vardas901             Pavarde901                      9         1         6         3         3         1         5
Vardas902             Pavarde902                      6         8         2         2         8         7         8
Vardas903             Pavarde903                      4         9         6         2        10         4         9
Vardas904             Pavarde904                      4         6         1         2         6         9         1
Vardas905             Pavarde905                      2         2         2         6        10         9         3
Vardas906             Pavarde906                      4         9        10         6         9         6         7
Vardas907             Pavarde907                      9         1         9         3         6         9         9
Vardas908             Pavarde908                      5         7         2         7        10         1         1
Vardas909             Pavarde909                     10         3         3         6         2         2         9
Vardas910             Pavarde910                      3         7         2         9         8         6         3
Vardas911             Pavarde911                      5        10         5         7         6         2         9
Vardas912             Pavarde912                      7         7         7         3         8         2         1
Vardas913             Pavarde913                      9         8         9         9         7         1         4
Vardas914             Pavarde914                      1         5        10         2         8         1         4
Vardas915             Pavarde915                      5         4         4         2         9         5         4
Vardas916             Pavarde916                      8         9         3         8         4         8         1
Vardas917             Pavarde917                      6         6         5         4         8         5        10
Vardas918             Pavarde918                      8         9         3         8         3         5         1
Vardas919             Pavarde919                      1         2         3         7         9         5        10
Vardas920             Pavarde920                      7         3         9         7         2         7         5
Vardas921             Pavarde921                      1         9         6         2         5         3         6
Vardas922             Pavarde922                      5        10         9         4         6         6         2
Vardas923             Pavarde923                      3         5         3         6         4         5         2
Vardas924             Pavarde924                     10         7         5         6         2         8         6
Vardas925             Pavarde925                      3         2         8         4         9         9         8
Vardas926             Pavarde926                     10         1         8        10         3         3         9
Vardas927             Pavarde927                      2        10         2         6         2         1         1
Vardas928             Pavarde928                      2         5         2         7         6        10         4
Vardas929             Pavarde929                      6         2         1         6         8         8        10
Vardas930             Pavarde930                      1         8         4         3         3        10         3
Vardas931             Pavarde931                      8         4         1         7         2         7         6
Vardas932             Pavarde932                      2         9         9         1         2         9         5
Vardas933             Pavarde933                      8         2        10         8         4         3         8
Vardas934             Pavarde934                      2         4         8        10         5         8         1
Vardas935             Pavarde935                      9        10        10         3         8         1         9
Vardas936             Pavarde936                     10         3         8         1         4         1        10
Vardas937             Pavarde937                      5         1         1         4         3         9        10
Vardas938             Pavarde938                      5         7         8         6         6         9         4
Vardas939             Pavarde939                      7         6        10         2         3         8         1
Vardas940             Pavarde940                      6         3         1         7         3        10         7
Vardas941             Pavarde941                      7         8         6         2        10         7         7
Vardas942             Pavarde942                      2         4         1         9         6         2         4
Vardas943             Pavarde943                      3         5         7         7         9         3         5
Vardas944             Pavarde944                      2         6         9         2         2         1         2
Vardas945             Pavarde945                      4         4         1         5         6         2         6
Vardas946             Pavarde946                      7         4         1         4         4         1         5
Vardas947             Pavarde947                      2         8         1         3         5         3        10
Vardas948             Pavarde948                      2         7         3         2         6         6         5
Vardas949             Pavarde949                      4         5        10         7         9         9         6
Vardas950             Pavarde950                      1         9         9         8         8         7         5
Vardas951             Pavarde951                      3         1         6         2         1         6         4
Vardas952             Pavarde952                      5         5        10        10         4         3         9
Vardas953             Pavarde953                      2         6         9         8        10         5         1
Vardas954             Pavarde954                      2         1         7         9         4         7         3
Vardas955             Pavarde955                     10         3         7         2         3         7         7
Vardas956             Pavarde956                      6         6         2         2         6         7         8
Vardas957             Pavarde957                      6         3         5         6         9         6        10
Vardas958             Pavarde958                      8         4        10         2        10         8         2
Vardas959             Pavarde959                     10        10         8         8         6         2         6
Vardas960             Pavarde960                     10        10         6         1        10         1         8
Vardas961             Pavarde961                      7         3         6         4         7         2         4
Vardas962             Pavarde962                      4         1         2         5         8         5         5
Vardas963             Pavarde963                      8        10         5         1         4        10         2
Vardas964             Pavarde964                      5         6         7         4         2         4         1
Vardas965             Pavarde965                      7         7         6         3         5        10         6
Vardas966             Pavarde966                      8        10         4         5         1         3         3
Vardas967             Pavarde967                      7         7         8         6         2         7         5
Vardas968             Pavarde968                      9         7         2         9         9         7         1
Vardas969             Pavarde969                      5         2         1         6         8         3         1
Vardas970             Pavarde970                      4         7         1         3         9         9         7
Vardas971             Pavarde971                     10         9         7         9         2         2        10
Vardas972             Pavarde972                      2         7        10         7         3        10         9
Vardas973             Pavarde973                      8         8         6        10         2         1         3
Vardas974             Pavarde974                     10         6         4         9        10         6         4
Vardas975             Pavarde975                      1         1         4        10         5         1         2
Vardas976             Pavarde976                      6         9         2         2         5         3         8
Vardas977             Pavarde977                      3         7         3         2         2         5         6
Vardas978             Pavarde978                      7         8         8         7        10         8         9
Vardas979             Pavarde979                      7         5        10         2         6         9        10
Vardas980             Pavarde980                      3        10         5         9         8         4         5
Vardas981             Pavarde981                      7         9         8         1         9         2         9
Vardas982             Pavarde982                      8         9         1         8         1         5         2
Vardas983             Pavarde983                      1         3         3         2         8         3         4
Vardas984             Pavarde984                      4         2         4         4         5         1         4
Vardas985             Pavarde985                      1         9         4        10         9        10         3
Vardas986             Pavarde986                      6        10         9         4         7         6         8
Vardas987             Pavarde987                      9         6         2         7         6         4        10
Vardas988             Pavarde988                      7        10         5         2         2         9         8
Vardas989             Pavarde989                      3         5         9         2         8         6         7
Vardas990             Pavarde990                      2         1         1        10         8         9         7
Vardas991             Pavarde991                      6         7         2        10         7         5         9
Vardas992             Pavarde992                      5         6         8        10         8         9         6
Vardas993             Pavarde993                      2        10         2         2         9         4         2
Vardas994             Pavarde994                     10        10         6         3        10         6         8
